step,loss,val_loss,lr,tok_per_sec,grad_norm,elapsed_sec,tokens_seen,step_ms
10320,2.721344,,0.000586,399891.0,0.0963,3602.3,2705588224.0,655.5
10330,2.722798,,0.000586,400843.0,0.0981,3608.8,2708209664.0,654.0
10340,2.675521,,0.000586,401008.0,0.0976,3615.4,2710831104.0,653.7
10350,2.654565,,0.000586,400237.0,0.097,3622.0,2713452544.0,655.0
10360,2.702702,,0.000586,398622.0,0.1009,3628.5,2716073984.0,657.6
10370,2.71628,,0.000586,399161.0,0.102,3635.1,2718695424.0,656.7
10380,2.696736,,0.000586,400333.0,0.0965,3641.6,2721316864.0,654.8
10390,2.724537,,0.000586,399038.0,0.1005,3648.2,2723938304.0,656.9
10400,2.7225,,0.000586,400212.0,0.0989,3654.8,2726559744.0,655.0
10410,2.706958,,0.000586,393568.0,0.1059,3661.3,2729181184.0,666.1
10420,2.69865,,0.000586,399212.0,0.0964,3667.9,2731802624.0,656.7
10430,2.714446,,0.000586,400192.0,0.0995,3674.5,2734424064.0,655.0
10440,2.663182,,0.000586,400592.0,0.0991,3681.0,2737045504.0,654.4
10450,2.704666,,0.000586,400536.0,0.1016,3687.6,2739666944.0,654.5
10460,2.697809,,0.000586,399158.0,0.0988,3694.2,2742288384.0,656.7
10470,2.683985,,0.000586,399830.0,0.0966,3700.7,2744909824.0,655.6
10480,2.704045,,0.000586,399756.0,0.1016,3707.3,2747531264.0,655.8
10490,2.714151,,0.000586,400283.0,0.1037,3713.9,2750152704.0,654.9
10500,2.685349,,0.000586,399137.0,0.1012,3720.4,2752774144.0,656.8
10510,2.707679,,0.000586,398061.0,0.0979,3728.8,2755395584.0,658.6
10520,2.70571,,0.000586,400860.0,0.0953,3735.3,2758017024.0,654.0
10530,2.704363,,0.000586,399163.0,0.0995,3741.9,2760638464.0,656.7
10540,2.704642,,0.000586,400074.0,0.102,3748.5,2763259904.0,655.2
10550,2.692893,,0.000586,398054.0,0.0953,3755.0,2765881344.0,658.6
10560,2.700263,,0.000586,400098.0,0.0978,3761.6,2768502784.0,655.2
10570,2.695167,,0.000586,399029.0,0.1032,3768.2,2771124224.0,657.0
10580,2.647361,,0.000586,399845.0,0.1004,3774.8,2773745664.0,655.6
10590,2.68898,,0.000586,399667.0,0.0997,3781.3,2776367104.0,655.9
10600,2.67474,,0.000585,401474.0,0.097,3787.9,2778988544.0,653.0
10610,2.679128,,0.000585,400103.0,0.0993,3794.4,2781609984.0,655.2
10620,2.690652,,0.000585,399766.0,0.0981,3801.0,2784231424.0,655.7
10630,2.701584,,0.000585,400318.0,0.0967,3807.6,2786852864.0,654.8
10640,2.690026,,0.000585,398820.0,0.0984,3814.2,2789474304.0,657.3
10650,2.687346,,0.000585,399942.0,0.104,3820.7,2792095744.0,655.5
10660,2.70732,,0.000585,399237.0,0.1017,3827.3,2794717184.0,656.6
10670,2.718199,,0.000585,399081.0,0.1007,3833.8,2797338624.0,656.9
10680,2.685094,,0.000585,398679.0,0.0985,3840.4,2799960064.0,657.5
10690,2.718019,,0.000585,400715.0,0.1019,3847.0,2802581504.0,654.2
10700,2.682428,,0.000585,400034.0,0.0995,3853.5,2805202944.0,655.3
10710,2.669361,,0.000585,400151.0,0.1007,3860.1,2807824384.0,655.1
10720,2.64962,,0.000585,401221.0,0.1034,3866.7,2810445824.0,653.4
10730,2.695843,,0.000585,399617.0,0.097,3873.2,2813067264.0,656.0
10740,2.685326,,0.000585,401552.0,0.1032,3879.8,2815688704.0,652.8
10750,2.655776,,0.000585,398957.0,0.0991,3886.4,2818310144.0,657.1
10760,2.704606,,0.000585,400065.0,0.1061,3892.9,2820931584.0,655.3
10770,2.676941,,0.000585,401718.0,0.0952,3899.5,2823553024.0,652.6
10780,2.692786,,0.000585,399372.0,0.099,3906.0,2826174464.0,656.4
10790,2.678337,,0.000585,400504.0,0.0982,3912.6,2828795904.0,654.5
10800,2.654172,,0.000585,400774.0,0.0992,3919.2,2831417344.0,654.1
10810,2.692267,,0.000585,400263.0,0.1045,3925.7,2834038784.0,654.9
10820,2.646137,,0.000585,398705.0,0.0991,3932.3,2836660224.0,657.5
10830,2.681176,,0.000585,398667.0,0.0966,3938.9,2839281664.0,657.6
10840,2.661327,,0.000585,399697.0,0.0976,3945.4,2841903104.0,655.9
10850,2.681215,,0.000585,400986.0,0.0979,3952.0,2844524544.0,653.7
10860,2.707038,,0.000585,399644.0,0.0988,3958.6,2847145984.0,655.9
10870,2.708114,,0.000585,400119.0,0.0988,3965.1,2849767424.0,655.2
10880,2.682797,,0.000585,399680.0,0.1022,3971.7,2852388864.0,655.9
10890,2.691096,,0.000584,400079.0,0.1003,3978.3,2855010304.0,655.2
10900,2.710201,,0.000584,399216.0,0.1002,3984.8,2857631744.0,656.6
10910,2.671041,,0.000584,399971.0,0.1034,3991.4,2860253184.0,655.4
10920,2.709962,,0.000584,399051.0,0.0972,3997.9,2862874624.0,656.9
10930,2.658153,,0.000584,401831.0,0.1016,4004.5,2865496064.0,652.4
10940,2.646239,,0.000584,401203.0,0.1025,4011.1,2868117504.0,653.4
10950,2.701887,,0.000584,401083.0,0.0981,4017.6,2870738944.0,653.6
10960,2.683656,,0.000584,400045.0,0.097,4024.2,2873360384.0,655.3
10970,2.709424,,0.000584,398156.0,0.0997,4030.8,2875981824.0,658.4
10980,2.657811,,0.000584,399114.0,0.1039,4037.3,2878603264.0,656.8
10990,2.670719,,0.000584,400394.0,0.0994,4043.9,2881224704.0,654.7
11000,2.700846,,0.000584,399567.0,0.1002,4050.4,2883846144.0,656.1
11010,2.642953,,0.000584,401667.0,0.1001,4066.2,2886467584.0,652.6
11020,2.670052,,0.000584,400461.0,0.0979,4072.8,2889089024.0,654.6
11030,2.687932,,0.000584,400399.0,0.0992,4079.3,2891710464.0,654.7
11040,2.675965,,0.000584,399616.0,0.101,4085.9,2894331904.0,656.0
11050,2.642914,,0.000584,399117.0,0.1073,4092.5,2896953344.0,656.8
11060,2.655396,,0.000584,399803.0,0.1062,4099.0,2899574784.0,655.7
11070,2.665487,,0.000584,398889.0,0.105,4105.6,2902196224.0,657.2
11080,2.635706,,0.000584,400574.0,0.0966,4112.2,2904817664.0,654.4
11090,2.664135,,0.000584,399364.0,0.1057,4118.7,2907439104.0,656.4
11100,2.668283,,0.000584,399708.0,0.102,4125.3,2910060544.0,655.8
11110,2.701847,,0.000584,398714.0,0.0954,4131.9,2912681984.0,657.5
11120,2.687315,,0.000584,399687.0,0.0997,4138.4,2915303424.0,655.9
11130,2.708334,,0.000584,399372.0,0.0989,4145.0,2917924864.0,656.4
11140,2.711909,,0.000584,400368.0,0.1006,4151.5,2920546304.0,654.8
11150,2.695738,,0.000584,398890.0,0.1031,4158.1,2923167744.0,657.2
11160,2.646452,,0.000584,398370.0,0.0991,4164.7,2925789184.0,658.0
11170,2.688996,,0.000584,399995.0,0.1051,4171.3,2928410624.0,655.4
11180,2.665715,,0.000583,399421.0,0.0974,4177.8,2931032064.0,656.3
11190,2.673433,,0.000583,398390.0,0.0969,4184.4,2933653504.0,658.0
11200,2.680072,,0.000583,399337.0,0.0978,4191.0,2936274944.0,656.4
11210,2.687099,,0.000583,398399.0,0.0999,4197.5,2938896384.0,658.0
11220,2.712675,,0.000583,400426.0,0.0962,4204.1,2941517824.0,654.7
11230,2.663558,,0.000583,400135.0,0.1004,4210.6,2944139264.0,655.1
11240,2.632923,,0.000583,399489.0,0.101,4217.2,2946760704.0,656.2
11250,2.689347,,0.000583,400145.0,0.1079,4223.7,2949382144.0,655.1
11260,2.685008,,0.000583,400115.0,0.1082,4230.3,2952003584.0,655.2
11270,2.669336,,0.000583,400646.0,0.0975,4236.9,2954625024.0,654.3
11280,2.659418,,0.000583,401211.0,0.0956,4243.4,2957246464.0,653.4
11290,2.698569,,0.000583,400000.0,0.1075,4250.0,2959867904.0,655.4
11300,2.695526,,0.000583,397954.0,0.0984,4256.5,2962489344.0,658.7
11310,2.693106,,0.000583,399105.0,0.1005,4263.1,2965110784.0,656.8
11320,2.68183,,0.000583,401692.0,0.1036,4269.7,2967732224.0,652.6
11330,2.669631,,0.000583,400631.0,0.1021,4276.2,2970353664.0,654.3
11340,2.676815,,0.000583,400457.0,0.1012,4282.8,2972975104.0,654.6
11350,2.667404,,0.000583,399845.0,0.098,4289.3,2975596544.0,655.6
11360,2.678381,,0.000583,398627.0,0.1013,4295.9,2978217984.0,657.6
11370,2.694491,,0.000583,398980.0,0.1015,4302.5,2980839424.0,657.0
11380,2.635861,,0.000583,400743.0,0.102,4309.1,2983460864.0,654.1
11390,2.667428,,0.000583,399648.0,0.1013,4315.7,2986082304.0,655.9
11400,2.662751,,0.000583,400990.0,0.1016,4322.3,2988703744.0,653.7
11410,2.627231,,0.000583,398708.0,0.0992,4328.8,2991325184.0,657.5
11420,2.683756,,0.000583,400963.0,0.098,4335.4,2993946624.0,653.8
11430,2.694225,,0.000583,401222.0,0.1062,4341.9,2996568064.0,653.4
11440,2.643884,,0.000583,398600.0,0.1018,4348.5,2999189504.0,657.7
11450,2.667303,,0.000582,399424.0,0.0962,4355.1,3001810944.0,656.3
11460,2.650903,,0.000582,400992.0,0.0972,4361.6,3004432384.0,653.7
11470,2.654434,,0.000582,398240.0,0.0991,4368.2,3007053824.0,658.3
11480,2.648734,,0.000582,400902.0,0.1131,4374.7,3009675264.0,653.9
11490,2.671885,,0.000582,399515.0,0.0997,4381.3,3012296704.0,656.2
11500,2.653845,,0.000582,400646.0,0.1037,4387.9,3014918144.0,654.3
11510,2.622647,,0.000582,398602.0,0.0988,4396.0,3017539584.0,657.7
11520,2.643177,,0.000582,399165.0,0.0976,4402.5,3020161024.0,656.7
11530,2.66665,,0.000582,401061.0,0.0965,4409.1,3022782464.0,653.6
11540,2.649692,,0.000582,398711.0,0.0979,4415.6,3025403904.0,657.5
11550,2.659018,,0.000582,398240.0,0.1008,4422.2,3028025344.0,658.3
11560,2.650567,,0.000582,399638.0,0.1046,4428.8,3030646784.0,656.0
11570,2.646301,,0.000582,399079.0,0.0982,4435.3,3033268224.0,656.9
11580,2.630568,,0.000582,399510.0,0.1023,4441.9,3035889664.0,656.2
11590,2.671772,,0.000582,398194.0,0.0988,4448.4,3038511104.0,658.3
11600,2.660782,,0.000582,399716.0,0.103,4455.0,3041132544.0,655.8
11610,2.626527,,0.000582,399719.0,0.1011,4461.6,3043753984.0,655.8
11620,2.662865,,0.000582,401261.0,0.1026,4468.1,3046375424.0,653.3
11630,2.693994,,0.000582,400431.0,0.1006,4474.7,3048996864.0,654.7
11640,2.688999,,0.000582,400697.0,0.1,4481.2,3051618304.0,654.2
11650,2.639696,,0.000582,400845.0,0.1053,4487.8,3054239744.0,654.0
11660,2.627532,,0.000582,399902.0,0.0968,4494.4,3056861184.0,655.5
11670,2.658489,,0.000582,398859.0,0.1026,4500.9,3059482624.0,657.2
11680,2.663567,,0.000582,399905.0,0.1115,4507.5,3062104064.0,655.5
11690,2.653207,,0.000582,398572.0,0.1012,4514.1,3064725504.0,657.7
11700,2.616848,,0.000582,401190.0,0.0987,4520.6,3067346944.0,653.4
11710,2.659864,,0.000582,399006.0,0.0995,4527.2,3069968384.0,657.0
11720,2.659819,,0.000581,400551.0,0.1012,4533.7,3072589824.0,654.5
11730,2.627041,,0.000581,401035.0,0.1023,4540.3,3075211264.0,653.7
11740,2.653525,,0.000581,399565.0,0.1018,4546.9,3077832704.0,656.1
11750,2.678916,,0.000581,399782.0,0.1015,4553.4,3080454144.0,655.7
11760,2.657011,,0.000581,399422.0,0.0976,4560.0,3083075584.0,656.3
11770,2.664563,,0.000581,399562.0,0.1021,4566.6,3085697024.0,656.1
11780,2.63465,,0.000581,400183.0,0.0992,4573.1,3088318464.0,655.1
11790,2.655148,,0.000581,400017.0,0.0999,4579.7,3090939904.0,655.3
11800,2.649864,,0.000581,398901.0,0.106,4586.2,3093561344.0,657.2
11810,2.665717,,0.000581,399655.0,0.1053,4592.8,3096182784.0,655.9
11820,2.652983,,0.000581,399345.0,0.1001,4599.4,3098804224.0,656.4
11830,2.629741,,0.000581,400324.0,0.1012,4605.9,3101425664.0,654.8
11840,2.666327,,0.000581,399162.0,0.0994,4612.5,3104047104.0,656.7
11850,2.611305,,0.000581,400088.0,0.1026,4619.1,3106668544.0,655.2
11860,2.655046,,0.000581,399900.0,0.1008,4625.6,3109289984.0,655.5
11870,2.677522,,0.000581,399720.0,0.1027,4632.2,3111911424.0,655.8
11880,2.683546,,0.000581,400204.0,0.0997,4638.7,3114532864.0,655.0
11890,2.651659,,0.000581,400064.0,0.1024,4645.3,3117154304.0,655.3
11900,2.686753,,0.000581,399554.0,0.1,4651.9,3119775744.0,656.1
11910,2.620873,,0.000581,400056.0,0.102,4658.4,3122397184.0,655.3
11920,2.657919,,0.000581,400471.0,0.0993,4665.0,3125018624.0,654.6
11930,2.646095,,0.000581,399588.0,0.1037,4671.5,3127640064.0,656.0
11940,2.648781,,0.000581,400357.0,0.1021,4678.1,3130261504.0,654.8
11950,2.633073,,0.000581,399820.0,0.0986,4684.7,3132882944.0,655.7
11960,2.672737,,0.000581,399403.0,0.1008,4691.2,3135504384.0,656.3
11970,2.642015,,0.000581,400564.0,0.1001,4697.8,3138125824.0,654.4
11980,2.646808,,0.000581,400760.0,0.1053,4704.3,3140747264.0,654.1
11990,2.643078,,0.00058,399523.0,0.1019,4710.9,3143368704.0,656.1
12000,2.597772,,0.00058,399214.0,0.0952,4717.5,3145990144.0,656.6
12010,2.64552,,0.00058,400663.0,0.0976,4732.8,3148611584.0,654.3
12020,2.69429,,0.00058,401311.0,0.0989,4739.4,3151233024.0,653.2
12030,2.631089,,0.00058,399571.0,0.098,4745.9,3153854464.0,656.1
12040,2.638411,,0.00058,399790.0,0.0976,4752.5,3156475904.0,655.7
12050,2.638871,,0.00058,399706.0,0.1055,4759.0,3159097344.0,655.8
12060,2.630614,,0.00058,399443.0,0.0994,4765.6,3161718784.0,656.3
12070,2.684616,,0.00058,398524.0,0.0987,4772.2,3164340224.0,657.8
12080,2.661162,,0.00058,398787.0,0.1029,4778.7,3166961664.0,657.4
12090,2.654826,,0.00058,398978.0,0.1055,4785.3,3169583104.0,657.0
12100,2.639275,,0.00058,400630.0,0.1004,4791.8,3172204544.0,654.3
12110,2.656158,,0.00058,401427.0,0.1005,4798.4,3174825984.0,653.0
12120,2.603618,,0.00058,400623.0,0.1026,4805.1,3177447424.0,654.3
12130,2.617574,,0.00058,399878.0,0.1026,4811.6,3180068864.0,655.6
12140,2.640315,,0.00058,399838.0,0.0972,4818.2,3182690304.0,655.6
12150,2.635421,,0.00058,399737.0,0.0982,4824.8,3185311744.0,655.8
12160,2.63245,,0.00058,399895.0,0.1028,4831.3,3187933184.0,655.5
12170,2.597608,,0.00058,400445.0,0.0995,4837.9,3190554624.0,654.6
12180,2.641875,,0.00058,399673.0,0.1019,4844.5,3193176064.0,655.9
12190,2.686159,,0.00058,401369.0,0.0997,4851.0,3195797504.0,653.1
12200,2.646065,,0.00058,399796.0,0.0991,4857.6,3198418944.0,655.7
12210,2.615762,,0.00058,401426.0,0.0977,4864.1,3201040384.0,653.0
12220,2.640315,,0.00058,399674.0,0.1065,4870.7,3203661824.0,655.9
12230,2.646516,,0.00058,401176.0,0.1002,4877.3,3206283264.0,653.4
12240,2.675533,,0.000579,399306.0,0.1026,4883.8,3208904704.0,656.5
12250,2.632471,,0.000579,399919.0,0.1075,4890.4,3211526144.0,655.5
12260,2.618741,,0.000579,401052.0,0.0974,4896.9,3214147584.0,653.6
12270,2.62548,,0.000579,399095.0,0.0995,4903.5,3216769024.0,656.8
12280,2.625254,,0.000579,400657.0,0.1002,4910.1,3219390464.0,654.3
12290,2.635176,,0.000579,399197.0,0.1107,4916.6,3222011904.0,656.7
12300,2.644239,,0.000579,400286.0,0.0968,4923.2,3224633344.0,654.9
12310,2.629917,,0.000579,400418.0,0.1016,4929.8,3227254784.0,654.7
12320,2.685922,,0.000579,400000.0,0.0987,4936.3,3229876224.0,655.4
12330,2.659207,,0.000579,399722.0,0.1018,4942.9,3232497664.0,655.8
12340,2.64645,,0.000579,399335.0,0.1024,4949.5,3235119104.0,656.5
12350,2.651471,,0.000579,400558.0,0.1014,4956.0,3237740544.0,654.4
12360,2.669466,,0.000579,399611.0,0.099,4962.6,3240361984.0,656.0
12370,2.656693,,0.000579,399901.0,0.1004,4969.2,3242983424.0,655.5
12380,2.573705,,0.000579,401001.0,0.1015,4975.7,3245604864.0,653.7
12390,2.644114,,0.000579,400097.0,0.102,4982.3,3248226304.0,655.2
12400,2.648524,,0.000579,401185.0,0.1002,4988.8,3250847744.0,653.4
12410,2.626461,,0.000579,398433.0,0.1028,4995.4,3253469184.0,657.9
12420,2.595609,,0.000579,397261.0,0.099,5002.0,3256090624.0,659.9
12430,2.669502,,0.000579,400505.0,0.1032,5008.5,3258712064.0,654.5
12440,2.629998,,0.000579,401076.0,0.1005,5015.1,3261333504.0,653.6
12450,2.597344,,0.000579,401683.0,0.0982,5021.7,3263954944.0,652.6
12460,2.608765,,0.000579,399476.0,0.1051,5028.2,3266576384.0,656.2
12470,2.588431,,0.000579,398867.0,0.1116,5034.8,3269197824.0,657.2
12480,2.604756,,0.000579,399928.0,0.1023,5041.4,3271819264.0,655.5
12490,2.607111,,0.000578,400278.0,0.0985,5047.9,3274440704.0,654.9
12500,2.675649,,0.000578,400871.0,0.105,5054.5,3277062144.0,653.9
12510,2.655092,,0.000578,401362.0,0.1019,5062.6,3279683584.0,653.1
12520,2.622668,,0.000578,399571.0,0.1022,5069.2,3282305024.0,656.1
12530,2.640566,,0.000578,399716.0,0.1022,5075.8,3284926464.0,655.8
12540,2.646807,,0.000578,400445.0,0.1006,5082.3,3287547904.0,654.6
12550,2.595278,,0.000578,399658.0,0.1051,5088.9,3290169344.0,655.9
12560,2.625173,,0.000578,400724.0,0.1024,5095.4,3292790784.0,654.2
12570,2.626411,,0.000578,400632.0,0.0991,5102.0,3295412224.0,654.3
12580,2.669338,,0.000578,397131.0,0.1048,5108.6,3298033664.0,660.1
12590,2.63422,,0.000578,398843.0,0.1022,5115.1,3300655104.0,657.3
12600,2.622078,,0.000578,399038.0,0.1022,5121.7,3303276544.0,656.9
12610,2.66263,,0.000578,401029.0,0.1019,5128.3,3305897984.0,653.7
12620,2.632244,,0.000578,401133.0,0.1028,5134.8,3308519424.0,653.5
12630,2.616761,,0.000578,400420.0,0.0988,5141.4,3311140864.0,654.7
12640,2.630378,,0.000578,399109.0,0.1012,5147.9,3313762304.0,656.8
12650,2.593798,,0.000578,399772.0,0.1007,5154.5,3316383744.0,655.7
12660,2.654302,,0.000578,400262.0,0.1076,5161.1,3319005184.0,654.9
12670,2.603923,,0.000578,399112.0,0.1015,5167.6,3321626624.0,656.8
12680,2.670212,,0.000578,399958.0,0.5653,5174.2,3324248064.0,655.4
12690,2.679511,,0.000578,398499.0,0.1009,5180.8,3326869504.0,657.8
12700,2.590572,,0.000578,399461.0,0.1022,5187.3,3329490944.0,656.2
12710,2.617682,,0.000578,399626.0,0.1029,5193.9,3332112384.0,656.0
12720,2.612553,,0.000578,397309.0,0.0967,5200.5,3334733824.0,659.8
12730,2.596568,,0.000578,399354.0,0.1017,5207.0,3337355264.0,656.4
12740,2.648147,,0.000577,398549.0,0.106,5213.6,3339976704.0,657.7
12750,2.632317,,0.000577,400582.0,0.1052,5220.2,3342598144.0,654.4
12760,2.606874,,0.000577,399398.0,0.1005,5226.7,3345219584.0,656.3
12770,2.668627,,0.000577,400067.0,0.0994,5233.3,3347841024.0,655.2
12780,2.650592,,0.000577,399512.0,0.0971,5239.8,3350462464.0,656.2
12790,2.654146,,0.000577,399800.0,0.1021,5246.4,3353083904.0,655.7
12800,2.60345,,0.000577,399338.0,0.0967,5253.0,3355705344.0,656.4
12810,2.623515,,0.000577,402182.0,0.1017,5259.5,3358326784.0,651.8
12820,2.640677,,0.000577,399375.0,0.1,5266.1,3360948224.0,656.4
12830,2.655871,,0.000577,398872.0,0.104,5272.7,3363569664.0,657.2
12840,2.585271,,0.000577,400314.0,0.1163,5279.2,3366191104.0,654.8
12850,2.627576,,0.000577,400154.0,0.1021,5285.8,3368812544.0,655.1
12860,2.602576,,0.000577,399393.0,0.1015,5292.3,3371433984.0,656.4
12870,2.659377,,0.000577,400057.0,0.1027,5298.9,3374055424.0,655.3
12880,2.630639,,0.000577,397629.0,0.1043,5305.5,3376676864.0,659.3
12890,2.637667,,0.000577,399248.0,0.1004,5312.0,3379298304.0,656.6
12900,2.621462,,0.000577,400186.0,0.1018,5318.6,3381919744.0,655.1
12910,2.647113,,0.000577,399418.0,0.1013,5325.1,3384541184.0,656.3
12920,2.630962,,0.000577,399237.0,0.1057,5331.7,3387162624.0,656.6
12930,2.644543,,0.000577,399883.0,0.1032,5338.3,3389784064.0,655.6
12940,2.631369,,0.000577,399286.0,0.1066,5344.8,3392405504.0,656.5
12950,2.59883,,0.000577,398034.0,0.0987,5351.4,3395026944.0,658.6
12960,2.652577,,0.000577,399875.0,0.1023,5357.9,3397648384.0,655.6
12970,2.649442,,0.000577,399975.0,0.1012,5364.5,3400269824.0,655.4
12980,2.648662,,0.000576,399860.0,0.1009,5371.1,3402891264.0,655.6
12990,2.583706,,0.000576,399438.0,0.1059,5377.6,3405512704.0,656.3
13000,2.602739,,0.000576,399536.0,0.1012,5384.2,3408134144.0,656.1
13010,2.610259,,0.000576,400672.0,0.1003,5399.4,3410755584.0,654.3
13020,2.603192,,0.000576,398509.0,0.0992,5406.0,3413377024.0,657.8
13030,2.638308,,0.000576,401015.0,0.1077,5412.5,3415998464.0,653.7
13040,2.636144,,0.000576,399869.0,0.1012,5419.1,3418619904.0,655.6
13050,2.666635,,0.000576,400300.0,0.1016,5425.6,3421241344.0,654.9
13060,2.651243,,0.000576,400576.0,0.1031,5432.2,3423862784.0,654.4
13070,2.629489,,0.000576,400791.0,0.1015,5438.7,3426484224.0,654.1
13080,2.633852,,0.000576,401400.0,0.1056,5445.3,3429105664.0,653.1
13090,2.577418,,0.000576,400741.0,0.1035,5451.9,3431727104.0,654.1
13100,2.611303,,0.000576,400591.0,0.1019,5458.4,3434348544.0,654.4
13110,2.600911,,0.000576,399827.0,0.1048,5465.0,3436969984.0,655.6
13120,2.623067,,0.000576,398928.0,0.1046,5471.6,3439591424.0,657.1
13130,2.629695,,0.000576,399637.0,0.1015,5478.1,3442212864.0,656.0
13140,2.60104,,0.000576,398578.0,0.0998,5484.7,3444834304.0,657.7
13150,2.614707,,0.000576,399038.0,0.1005,5491.2,3447455744.0,656.9
13160,2.61333,,0.000576,398765.0,0.1011,5497.8,3450077184.0,657.4
13170,2.620779,,0.000576,399934.0,0.1018,5504.3,3452698624.0,655.5
13180,2.609027,,0.000576,400861.0,0.1007,5510.9,3455320064.0,654.0
13190,2.583031,,0.000576,400183.0,0.1028,5517.5,3457941504.0,655.1
13200,2.640176,,0.000576,400500.0,0.1005,5524.0,3460562944.0,654.5
13210,2.59934,,0.000575,401203.0,0.1015,5530.6,3463184384.0,653.4
13220,2.634686,,0.000575,399317.0,0.099,5537.1,3465805824.0,656.5
13230,2.621879,,0.000575,398857.0,0.1004,5543.7,3468427264.0,657.2
13240,2.673323,,0.000575,399772.0,0.1077,5550.3,3471048704.0,655.7
13250,2.609449,,0.000575,398778.0,0.0993,5556.8,3473670144.0,657.4
13260,2.611189,,0.000575,399422.0,0.0991,5563.4,3476291584.0,656.3
13270,2.64755,,0.000575,400311.0,0.0999,5569.9,3478913024.0,654.9
13280,2.589067,,0.000575,399933.0,0.108,5576.5,3481534464.0,655.5
13290,2.627905,,0.000575,399279.0,0.1072,5583.1,3484155904.0,656.5
13300,2.612137,,0.000575,398984.0,0.1027,5589.6,3486777344.0,657.0
13310,2.597547,,0.000575,400425.0,0.1023,5596.2,3489398784.0,654.7
13320,2.605005,,0.000575,399709.0,0.1013,5602.7,3492020224.0,655.8
13330,2.610498,,0.000575,399760.0,0.1021,5609.3,3494641664.0,655.8
13340,2.623438,,0.000575,399330.0,0.1,5615.9,3497263104.0,656.5
13350,2.581265,,0.000575,399670.0,0.102,5622.4,3499884544.0,655.9
13360,2.579383,,0.000575,398384.0,0.1006,5629.0,3502505984.0,658.0
13370,2.653192,,0.000575,398473.0,0.1056,5635.5,3505127424.0,657.9
13380,2.618752,,0.000575,399666.0,0.1008,5642.1,3507748864.0,655.9
13390,2.622577,,0.000575,398640.0,0.1013,5648.7,3510370304.0,657.6
13400,2.616322,,0.000575,400025.0,0.1044,5655.2,3512991744.0,655.3
13410,2.642502,,0.000575,399777.0,0.1065,5661.8,3515613184.0,655.7
13420,2.623967,,0.000575,399787.0,0.1057,5668.3,3518234624.0,655.7
13430,2.613111,,0.000575,399766.0,0.1012,5674.9,3520856064.0,655.7
13440,2.626538,,0.000574,398884.0,0.0981,5681.5,3523477504.0,657.2
13450,2.600177,,0.000574,397996.0,0.1008,5688.0,3526098944.0,658.7
13460,2.603295,,0.000574,397056.0,0.1019,5694.6,3528720384.0,660.2
13470,2.581015,,0.000574,396297.0,0.0979,5701.2,3531341824.0,661.5
13480,2.629982,,0.000574,397992.0,0.1001,5707.8,3533963264.0,658.7
13490,2.610374,,0.000574,399779.0,0.1012,5714.4,3536584704.0,655.7
13500,2.63348,,0.000574,399985.0,0.1009,5721.0,3539206144.0,655.4
13510,2.610025,,0.000574,399090.0,0.1032,5729.2,3541827584.0,656.9
13520,2.64301,,0.000574,398395.0,0.1026,5735.8,3544449024.0,658.0
13530,2.590894,,0.000574,398848.0,0.0988,5742.3,3547070464.0,657.3
13540,2.618484,,0.000574,399116.0,0.099,5748.9,3549691904.0,656.8
13550,2.611428,,0.000574,398121.0,0.1011,5755.5,3552313344.0,658.5
13560,2.597467,,0.000574,399288.0,0.1007,5762.1,3554934784.0,656.5
13570,2.624382,,0.000574,399070.0,0.1022,5768.7,3557556224.0,656.9
13580,2.573474,,0.000574,398473.0,0.1021,5775.2,3560177664.0,657.9
13590,2.643671,,0.000574,400009.0,0.1001,5781.8,3562799104.0,655.3
13600,2.588076,,0.000574,399743.0,0.1029,5788.3,3565420544.0,655.8
13610,2.637339,,0.000574,398951.0,0.1038,5794.9,3568041984.0,657.1
13620,2.635917,,0.000574,400454.0,0.1032,5801.5,3570663424.0,654.6
13630,2.614704,,0.000574,399036.0,0.1017,5808.0,3573284864.0,656.9
13640,2.589671,,0.000574,401142.0,0.0997,5814.6,3575906304.0,653.5
13650,2.622668,,0.000574,400857.0,0.1028,5821.2,3578527744.0,654.0
13660,2.602717,,0.000574,400201.0,0.1018,5827.7,3581149184.0,655.0
13670,2.588693,,0.000573,399517.0,0.1044,5834.3,3583770624.0,656.2
13680,2.606113,,0.000573,399158.0,0.0977,5840.8,3586392064.0,656.7
13690,2.616487,,0.000573,398701.0,0.0997,5847.4,3589013504.0,657.5
13700,2.615025,,0.000573,401441.0,0.1078,5854.0,3591634944.0,653.0
13710,2.609483,,0.000573,397922.0,0.1047,5860.5,3594256384.0,658.8
13720,2.628824,,0.000573,399676.0,0.1027,5867.1,3596877824.0,655.9
13730,2.635904,,0.000573,398913.0,0.1019,5873.7,3599499264.0,657.1
13740,2.63939,,0.000573,399685.0,0.1056,5880.2,3602120704.0,655.9
13750,2.633184,,0.000573,399370.0,0.1025,5886.8,3604742144.0,656.4
13760,2.57976,,0.000573,399105.0,0.1025,5893.3,3607363584.0,656.8
13770,2.597067,,0.000573,399614.0,0.102,5899.9,3609985024.0,656.0
13780,2.623961,,0.000573,401367.0,0.0983,5906.5,3612606464.0,653.1
13790,2.587503,,0.000573,402153.0,0.1045,5913.0,3615227904.0,651.9
13800,2.600198,,0.000573,400344.0,0.0991,5919.6,3617849344.0,654.8
